Year,Team,% returning
2018,Northern Illinois,30.36
2018,Northern Iowa,66.4
2018,Northern Kentucky,76.62
2018,Northwestern,80.18
2018,Northwestern St.,46.14
2018,Notre Dame,61.76
2018,Oakland,65.36
2018,Ohio,57.18
2018,Ohio St.,55.9
2018,Oklahoma,78.44
2018,Oklahoma St.,57.92
2018,Old Dominion,57.58
2018,Oral Roberts,34.8
2018,Oregon,18.48
2018,Oregon St.,90.04
2018,Pacific,25.32
2018,Penn,81.92
2018,Penn St.,79.02
2018,Pepperdine,32.38
2018,Pittsburgh,9.64
2018,Portland,33.24
2018,Portland St.,48.44
2018,Prairie View A&M,42.26
2018,Presbyterian,59.4
2018,Princeton,54.98
2018,Providence,80.98
2018,Purdue,75.48
2018,Quinnipiac,33.34
2018,Radford,88.6
2018,Rhode Island,72.06
2018,Rice,27.88
2018,Richmond,56.58
2018,Rider,37.9
2018,Robert Morris,24.34
2018,Rutgers,67.78
2018,Sacramento St.,41.46
2018,Sacred Heart,69.68
2018,Saint Joseph's,67.66
2018,Saint Louis,42.28
2018,Saint Mary's,67.68
2018,Saint Peter's,35.48
2018,Sam Houston St.,46.02
2018,Samford,88.3
2018,San Diego,62.8
2018,San Diego St.,53.36
2018,San Francisco,77.5
2018,San Jose St.,49.52
2018,Santa Clara,58.5
2018,Savannah St.,49.98
2018,Seattle,34.3
2018,Seton Hall,79.7
2018,Siena,35.4
2018,SIU Edwardsville,51.08
2018,SMU,42.66
2018,South Alabama,42.48
2018,South Carolina,33.2
2018,South Carolina St.,45.26
2018,South Dakota,78.36
2018,South Dakota St.,68.16
2018,South Florida,14.7
2018,Southeast Missouri St.,38.1
2018,Southeastern Louisiana,59.52
2018,Southern,55.66
2018,Southern Illinois,42.4
2018,Southern Miss,50.66
2018,Southern Utah,43.78
2018,St. Bonaventure,73.48
2018,St. Francis NY,63.42
2018,St. Francis PA,69.96
2018,St. John's,67.94
2018,Stanford,60.46
2018,Stephen F. Austin,72
2018,Stetson,70.54
2018,Stony Brook,61.38
2018,Syracuse,25.16
2018,TCU,77.16
2018,Temple,72.62
2018,Tennessee,59.08
2018,Tennessee Martin,32.7
2018,Tennessee St.,52.72
2018,Tennessee Tech,74.16
2018,Texas,56.3
2018,Texas A&M,73.36
2018,Texas A&M Corpus Chris,44.26
2018,Texas Southern,32.18
2018,Texas St.,47.9
2018,Texas Tech,54.02
2018,The Citadel,68.74
2018,Toledo,46.86
2018,Towson,77.5
2018,Troy,67.34
2018,Tulane,59.94
2018,Tulsa,68.86
2018,UAB,41.9
2018,UC Davis,38.58
2018,UC Irvine,63.6
2018,UC Riverside,63.72
2018,UC Santa Barbara,79.5
2018,UCF,55.74
2018,UCLA,30.82
2018,UMass Lowell,59.42
2018,UMBC,73
2018,UMKC,33.02
2018,UNC Asheville,72.44
2018,UNC Greensboro,70.38
2018,UNC Wilmington,33.76
2018,UNLV,35.1
2018,USC,83.52
2018,USC Upstate,66.32
2018,UT Arlington,57.36
2018,UT Rio Grande Valley,69.26
2018,Utah,49.02
2018,Utah St.,57.2
2018,Utah Valley,61.42
2018,UTEP,66.02
2018,UTSA,57.9
2018,Valparaiso,50.74
2018,Vanderbilt,71.62
2018,VCU,31.82
2018,Vermont,66.36
2018,Villanova,55.88
2018,Virginia,58.54
2018,Virginia Tech,56.3
2018,VMI,32.46
2018,Wagner,43.42
2018,Wake Forest,59.14
2018,Washington,73.64
2018,Washington St.,38.62
2018,Weber St.,46.24
2018,West Virginia,52.64
2018,Western Carolina,87.1
2018,Western Illinois,61.1
2018,Western Kentucky,16.46
2018,Western Michigan,83.3
2018,Wichita St.,89.04
2018,William & Mary,47.48
2018,Winthrop,47.28
2018,Wisconsin,39.42
2018,Wofford,57.34
2018,Wright St.,52.86
2018,Wyoming,71.36
2018,Xavier,66.64
2018,Yale,60.14
2018,Youngstown St.,53.96
2019,Abilene Christian,65.94
2019,Air Force,50.86
2019,Akron,47.32
2019,Alabama,76.76
2019,Alabama A&M,50.52
2019,Alabama St.,76.86
2019,Albany,20.06
2019,Alcorn St.,43.9
2019,American,89.28
2019,Appalachian St.,76.34
2019,Arizona,23.44
2019,Arizona St.,48.64
2019,Arkansas,19.58
2019,Arkansas Pine Bluff,64.9
2019,Arkansas St.,53.36
2019,Army,85.22
2019,Auburn,65.46
2019,Austin Peay,68.02
2019,Ball St.,70.94
2019,Baylor,33.08
2019,Belmont,49.54
2019,Bethune Cookman,74.18
2019,Binghamton,50.16
2019,Boise St.,52.28
2019,Boston College,78.94
2019,Boston University,50.04
2019,Bowling Green,65.1
2019,Bradley,79.46
2019,Brown,93.62
2019,Bryant,47.34
2019,Bucknell,55.32
2019,Buffalo,81.62
2019,Butler,72.8
2019,BYU,78.72
2019,Cal Poly,52.3
2019,Cal St. Bakersfield,61.1
2019,Cal St. Fullerton,88.56
2019,Cal St. Northridge,21.6
2019,California,47.08
2019,Campbell,54.76
2019,Canisius,69.56
2019,Central Arkansas,54.3
2019,Central Connecticut,50.58
2019,Central Michigan,55.08
2019,Charleston Southern,63.02
2019,Charlotte,43.16
2019,Chattanooga,14.62
2019,Chicago St.,37.22
2019,Cincinnati,58.56
2019,Clemson,63.24
2019,Cleveland St.,41.62
2019,Coastal Carolina,52.62
2019,Colgate,61.48
2019,College of Charleston,63.24
2019,Colorado,57.96
2019,Colorado St.,51.26
2019,Columbia,55.5
2019,Connecticut,64.46
2019,Coppin St.,59.34
2019,Cornell,81.38
2019,Creighton,41.48
2019,Dartmouth,67.8
2019,Davidson,52.32
2019,Dayton,59.12
2019,Delaware,54.4
2019,Delaware St.,27.22
2019,Denver,55.5
2019,DePaul,46.36
2019,Detroit,23.4
2019,Drake,17.3
2019,Drexel,48.82
2019,Duke,22.34
2019,Duquesne,40.5
2019,East Carolina,52.46
2019,East Tennessee St.,20.58
2019,Eastern Illinois,31.76
2019,Eastern Kentucky,44.42
2019,Eastern Michigan,71.58
2019,Eastern Washington,61.6
2019,Elon,69.98
2019,Evansville,43.88
2019,Fairfield,57.86
2019,Fairleigh Dickinson,76.36
2019,FIU,56.7
2019,Florida,65.2
2019,Florida A&M,36.72
2019,Florida Atlantic,24.1
2019,Florida Gulf Coast,35.52
2019,Florida St.,68.56
2019,Fordham,23.88
2019,Fort Wayne,53.98
2019,Fresno St.,37.56
2019,Furman,51.58
2019,Gardner Webb,59.82
2019,George Mason,99.94
2019,George Washington,42.04
2019,Georgetown,64.42
2019,Georgia,68.92
2019,Georgia Southern,53.66
2019,Georgia St.,76.6
2019,Georgia Tech,53.64
2019,Gonzaga,65.2
2019,Grambling St.,69.04
2019,Grand Canyon,46.88
2019,Green Bay,59.24
2019,Hampton,79.48
2019,Hartford,76.58
2019,Harvard,84.56
2019,Hawaii,75.56
2019,High Point,63.08
2019,Hofstra,74.88
2019,Holy Cross,89.42
2019,Houston,54.12
2019,Houston Baptist,65.14
2019,Howard,85.96
2019,Idaho,9.92
2019,Idaho St.,59.12
2019,Illinois,41.06
2019,Illinois Chicago,67
2019,Illinois St.,70.52
2019,Incarnate Word,41.88
2019,Indiana,57.42
2019,Indiana St.,53.6
2019,Iona,30.34
2019,Iowa,82.54
2019,Iowa St.,67.24
2019,IUPUI,52.62
2019,Jackson St.,27.96
2019,Jacksonville,55
2019,Jacksonville St.,54.18
2019,James Madison,75.5
2019,Kansas,44
2019,Kansas St.,88.36
2019,Kennesaw St.,46.88
2019,Kent St.,52.7
2019,Kentucky,32.7
2019,La Salle,51.62
2019,Lafayette,73.64
2019,Lamar,36.06
2019,Lehigh,83.24
2019,Liberty,76.36
2019,Lipscomb,88.04
2019,Little Rock,32.56
2019,LIU Brooklyn,64.38
2019,Long Beach St.,75.64
2019,Longwood,59.58
2019,Louisiana Lafayette,58.74
2019,Louisiana Monroe,37.58
2019,Louisiana Tech,66.2
2019,Louisville,42.92
2019,Loyola Chicago,57.38
2019,Loyola Marymount,85.9
2019,Loyola MD,64.68
2019,LSU,43.64
2019,Maine,52.12
2019,Manhattan,33.34
2019,Marist,84.94
2019,Marquette,69.48
2019,Marshall,75.48
2019,Maryland,50.7
2019,Maryland Eastern Shore,49.44
2019,Massachusetts,52.68
2019,McNeese St.,36.96
2019,Memphis,65.5
2019,Mercer,32.18
2019,Miami FL,49.2
2019,Miami OH,72.34
2019,Michigan,51.76
2019,Michigan St.,58.42
2019,Middle Tennessee,14.88
2019,Milwaukee,24
2019,Minnesota,55.96
2019,Mississippi,53.34
2019,Mississippi St.,83.58
2019,Mississippi Valley St.,57.36
2019,Missouri,39.52
2019,Missouri St.,36.92
2019,Monmouth,65.24
2019,Montana,81.28
2019,Montana St.,56.4
2019,Morehead St.,67.82
2019,Morgan St.,54
2019,Mount St. Mary's,6.64
2019,Murray St.,33.84
2019,Navy,45.62
2019,Nebraska,64.48
2019,Nebraska Omaha,66.3
2019,Nevada,50.34
2019,New Hampshire,48.16
2019,New Mexico,38.42
2019,New Mexico St.,43.54
2019,New Orleans,56.26
2019,Niagara,63.22
2019,Nicholls St.,26.82
2019,NJIT,81.26
2019,Norfolk St.,58.02
2019,North Carolina,65.66
2019,North Carolina A&T,35.08
2019,North Carolina Central,61.54
2019,North Carolina St.,40.88
2019,North Dakota,61.26
2019,North Dakota St.,57.32
2019,North Florida,88.04
2019,North Texas,70.4
2019,Northeastern,78.5
2019,Northern Arizona,37.54
2019,Northern Colorado,51.74
2019,Northern Illinois,85.3
2019,Northern Iowa,51.26
2019,Northern Kentucky,42.82
2019,Northwestern,54.8
2019,Northwestern St.,70.42
2019,Notre Dame,58.26
2019,Oakland,16.58
2019,Ohio,52.92
2019,Ohio St.,44.4
2019,Oklahoma,55.66
2019,Oklahoma St.,30.38
2019,Old Dominion,54.92
2019,Oral Roberts,39.46
2019,Oregon,49.46
2019,Oregon St.,66.86
2019,Pacific,57.58
2019,Penn,71.82
2019,Penn St.,51.4
2019,Pepperdine,48.78
2019,Pittsburgh,57.1
2019,Portland,73.68
2019,Portland St.,46.16
2019,Prairie View A&M,39.06
2019,Presbyterian,66.04
2019,Princeton,66.76
2019,Providence,53.8
2019,Purdue,42.7
2019,Quinnipiac,62.7
2019,Radford,72.12
2019,Rhode Island,35.42
2019,Rice,33.08
2019,Richmond,63.06
2019,Rider,86.94
2019,Robert Morris,69.46
2019,Rutgers,51.56
2019,Sacramento St.,69.92
2019,Sacred Heart,50.5
2019,Saint Joseph's,53.56
2019,Saint Louis,55.02
2019,Saint Mary's,35.66
2019,Saint Peter's,56.26
2019,Sam Houston St.,38.12
2019,Samford,23.36
2019,San Diego,74.58
2019,San Diego St.,62.96
2019,San Francisco,73.4
2019,San Jose St.,35.9
2019,Santa Clara,35.44
2019,Savannah St.,18.44
2019,Seattle,34.38
2019,Seton Hall,37.6
2019,Siena,34.7
2019,SIU Edwardsville,58.06
2019,SMU,54.26
2019,South Alabama,73.68
2019,South Carolina,66.58
2019,South Carolina St.,58.44
2019,South Dakota,51.86
2019,South Dakota St.,57.72
2019,South Florida,28.36
2019,Southeast Missouri St.,44.7
2019,Southeastern Louisiana,46.34
2019,Southern,46.42
2019,Southern Illinois,81.06
2019,Southern Miss,82.48
2019,Southern Utah,49
2019,St. Bonaventure,41.42
2019,St. Francis NY,51.18
2019,St. Francis PA,79.94
2019,St. John's,58.24
2019,Stanford,50.38
2019,Stephen F. Austin,52.3
2019,Stetson,33.12
2019,Stony Brook,46.5
2019,Syracuse,90.72
2019,TCU,57.66
2019,Temple,68.88
2019,Tennessee,87.08
2019,Tennessee Martin,40.44
2019,Tennessee St.,39.66
2019,Tennessee Tech,26.42
2019,Texas,68.86
2019,Texas A&M,24.24
2019,Texas A&M Corpus Chris,47.2
2019,Texas Southern,33.88
2019,Texas St.,59.38
2019,Texas Tech,35.76
2019,The Citadel,64.08
2019,Toledo,71.66
2019,Towson,23.1
2019,Troy,56.32
2019,Tulane,44.98
2019,Tulsa,56.66
2019,UAB,41.48
2019,UC Davis,70.22
2019,UC Irvine,85.42
2019,UC Riverside,30.16
2019,UC Santa Barbara,36.58
2019,UCF,69.4
2019,UCLA,52.56
2019,UMass Lowell,50.96
2019,UMBC,51.58
2019,UMKC,54.42
2019,UNC Asheville,6.8
2019,UNC Greensboro,63.82
2019,UNC Wilmington,59.26
2019,UNLV,49.98
2019,USC,53
2019,USC Upstate,49.14
2019,UT Arlington,8.02
2019,UT Rio Grande Valley,39.88
2019,Utah,38.12
2019,Utah St.,58.96
2019,Utah Valley,38.58
2019,UTEP,32.04
2019,UTSA,68.6
2019,Valparaiso,56.54
2019,Vanderbilt,37
2019,VCU,59
2019,Vermont,45.14
2019,Villanova,39.2
2019,Virginia,62.08
2019,Virginia Tech,61.16
2019,VMI,57.54
2019,Wagner,58.56
2019,Wake Forest,31.88
2019,Washington,95.18
2019,Washington St.,53.48
2019,Weber St.,68.26
2019,West Virginia,57.06
2019,Western Carolina,41.34
2019,Western Illinois,64.78
2019,Western Kentucky,50.18
2019,Western Michigan,29.08
2019,Wichita St.,11.22
2019,William & Mary,58.08
2019,Winthrop,67.84
2019,Wisconsin,90.08
2019,Wofford,91.58
2019,Wright St.,64.2
2019,Wyoming,32.14
2019,Xavier,41.86
2019,Yale,90.44
2019,Youngstown St.,34.32
2020,Abilene Christian,45.7
2020,Air Force,88.2
2020,Akron,62.1
2020,Alabama,52
2020,Alabama A&M,52
2020,Alabama St.,59.3
2020,Albany,78.3
2020,Alcorn St.,88.1
2020,American,65.8
2020,Appalachian St.,65.3
2020,Arizona,37.2
2020,Arizona St.,62.6
2020,Arkansas,62.9
2020,Arkansas Pine Bluff,53.1
2020,Arkansas St.,46.9
2020,Army,66.5
2020,Auburn,37.3
2020,Austin Peay,28
2020,Ball St.,68.8
2020,Baylor,65.1
2020,Belmont,66.8
2020,Bethune Cookman,54.1
2020,Binghamton,25.3
2020,Boise St.,70.3
2020,Boston College,55.8
2020,Boston University,79.1
2020,Bowling Green,68
2020,Bradley,60.4
2020,Brown,65.1
2020,Bryant,55.7
2020,Bucknell,64.9
2020,Buffalo,36.4
2020,Butler,68.4
2020,BYU,60.1
2020,Cal Baptist,64.2
2020,Cal Poly,56.6
2020,Cal St. Bakersfield,38.3
2020,Cal St. Fullerton,51.9
2020,Cal St. Northridge,85.9
2020,California,57
2020,Campbell,51.6
2020,Canisius,50.1
2020,Central Arkansas,65.2
2020,Central Connecticut,42.8
2020,Central Michigan,65.8
2020,Charleston Southern,73.1
2020,Charlotte,53.5
2020,Chattanooga,59.9
2020,Chicago St.,20.4
2020,Cincinnati,52.2
2020,Clemson,36.3
2020,Cleveland St.,39.9
2020,Coastal Carolina,55.6
2020,Colgate,71.8
2020,College of Charleston,63.9
2020,Colorado,94.1
2020,Colorado St.,58.8
2020,Columbia,77.5
2020,Connecticut,67.6
2020,Coppin St.,32.9
2020,Cornell,45.7
2020,Creighton,72.2
2020,Dartmouth,68.1
2020,Davidson,94.8
2020,Dayton,70.8
2020,Delaware,40.5
2020,Delaware St.,59.1
2020,Denver,44.1
2020,DePaul,57.1
2020,Detroit,43.4
2020,Drake,65.1
2020,Drexel,62
2020,Duke,45.3
2020,Duquesne,77.1
2020,East Carolina,15.2
2020,East Tennessee St.,79.7
2020,Eastern Illinois,75.4
2020,Eastern Kentucky,67.2
2020,Eastern Michigan,32.5
2020,Eastern Washington,62.4
2020,Elon,52.4
2020,Evansville,67.9
2020,Fairfield,58.4
2020,Fairleigh Dickinson,65.1
2020,FIU,61.1
2020,Florida,46
2020,Florida A&M,61.1
2020,Florida Atlantic,63.2
2020,Florida Gulf Coast,41.5
2020,Florida St.,43
2020,Fordham,65
2020,Fort Wayne,50.7
2020,Fresno St.,51.1
2020,Furman,73.5
2020,Gardner Webb,68.2
2020,George Mason,68
2020,George Washington,70.5
2020,Georgetown,64.5
2020,Georgia,39.5
2020,Georgia Southern,68.2
2020,Georgia St.,33.3
2020,Georgia Tech,73.9
2020,Gonzaga,27
2020,Grambling St.,67.5
2020,Grand Canyon,37.4
2020,Green Bay,80.3
2020,Hampton,44.8
2020,Hartford,7.6
2020,Harvard,96.4
2020,Hawaii,57.2
2020,High Point,44.1
2020,Hofstra,60.9
2020,Holy Cross,34.8
2020,Houston,46.4
2020,Houston Baptist,56.2
2020,Howard,52
2020,Idaho,49
2020,Idaho St.,50.6
2020,Illinois,81.6
2020,Illinois Chicago,99.4
2020,Illinois St.,29.3
2020,Incarnate Word,65.6
2020,Indiana,58.8
2020,Indiana St.,72.5
2020,Iona,70.5
2020,Iowa,60.8
2020,Iowa St.,37.4
2020,IUPUI,37.8
2020,Jackson St.,48.1
2020,Jacksonville,54.1
2020,Jacksonville St.,28.2
2020,James Madison,69.4
2020,Kansas,55.2
2020,Kansas St.,53.8
2020,Kennesaw St.,69.6
2020,Kent St.,55.1
2020,Kentucky,36.8
2020,La Salle,64.1
2020,Lafayette,89.2
2020,Lamar,47.4
2020,Lehigh,49
2020,Liberty,75.9
2020,Lipscomb,35.7
2020,Little Rock,70
2020,LIU Brooklyn,75.1
2020,Long Beach St.,23.1
2020,Longwood,66.1
2020,Louisiana Lafayette,34.5
2020,Louisiana Monroe,45.7
2020,Louisiana Tech,73.6
2020,Louisville,66.9
2020,Loyola Chicago,61
2020,Loyola Marymount,58.5
2020,Loyola MD,89
2020,LSU,59.4
2020,Maine,53.5
2020,Manhattan,83.5
2020,Marist,29.7
2020,Marquette,59.1
2020,Marshall,53.7
2020,Maryland,83.3
2020,Maryland Eastern Shore,60.2
2020,Massachusetts,47.4
2020,McNeese St.,37.3
2020,Memphis,29.1
2020,Mercer,55.2
2020,Merrimack,70
2020,Miami FL,50.2
2020,Miami OH,63.5
2020,Michigan,54.2
2020,Michigan St.,65.6
2020,Middle Tennessee,67.1
2020,Milwaukee,58.8
2020,Minnesota,32.8
2020,Mississippi,57.2
2020,Mississippi St.,57.6
2020,Mississippi Valley St.,36.4
2020,Missouri,65.9
2020,Missouri St.,48.4
2020,Monmouth,76.2
2020,Montana,38.3
2020,Montana St.,44.5
2020,Morehead St.,56.7
2020,Morgan St.,70.3
2020,Mount St. Mary's,96
2020,Murray St.,47.2
2020,Navy,55.5
2020,Nebraska,4.1
2020,Nebraska Omaha,61.2
2020,Nevada,15.7
2020,New Hampshire,74.6
2020,New Mexico,64.8
2020,New Mexico St.,75.5
2020,New Orleans,75.5
2020,Niagara,37.4
2020,Nicholls St.,56.3
2020,NJIT,89.3
2020,Norfolk St.,24.9
2020,North Alabama,67.9
2020,North Carolina,26.8
2020,North Carolina A&T,46.7
2020,North Carolina Central,37.8
2020,North Carolina St.,71.6
2020,North Dakota,75.3
2020,North Dakota St.,87.9
2020,North Florida,80.5
2020,North Texas,60.2
2020,Northeastern,48.9
2020,Northern Arizona,74.2
2020,Northern Colorado,72.3
2020,Northern Illinois,61.3
2020,Northern Iowa,83.4
2020,Northern Kentucky,67.6
2020,Northwestern,44.8
2020,Northwestern St.,54.3
2020,Notre Dame,89
2020,Oakland,38.2
2020,Ohio,30
2020,Ohio St.,68.8
2020,Oklahoma,41.5
2020,Oklahoma St.,76.2
2020,Old Dominion,56.6
2020,Oral Roberts,75
2020,Oregon,36.4
2020,Oregon St.,71.4
2020,Pacific,31.4
2020,Penn,59
2020,Penn St.,70.3
2020,Pepperdine,75.2
2020,Pittsburgh,60.4
2020,Portland,52.5
2020,Portland St.,43.2
2020,Prairie View A&M,45.5
2020,Presbyterian,40.6
2020,Princeton,75.3
2020,Providence,74.6
2020,Purdue,53.1
2020,Quinnipiac,55.7
2020,Radford,64.5
2020,Rhode Island,80.4
2020,Rice,75.1
2020,Richmond,85.3
2020,Rider,63.6
2020,Robert Morris,66.4
2020,Rutgers,71.4
2020,Sacramento St.,77
2020,Sacred Heart,84.8
2020,Saint Joseph's,30.2
2020,Saint Louis,45.2
2020,Saint Mary's,87.4
2020,Saint Peter's,58.1
2020,Sam Houston St.,44.7
2020,Samford,71.5
2020,San Diego,34.6
2020,San Diego St.,52.7
2020,San Francisco,61.5
2020,San Jose St.,53.5
2020,Santa Clara,78.3
2020,Seattle,89.7
2020,Seton Hall,84.9
2020,Siena,48.7
2020,SIU Edwardsville,61
2020,SMU,49.5
2020,South Alabama,57.7
2020,South Carolina,54.3
2020,South Carolina St.,67.5
2020,South Dakota,79.7
2020,South Dakota St.,30.3
2020,South Florida,90.4
2020,Southeast Missouri St.,54.1
2020,Southeastern Louisiana,44.5
2020,Southern,28.1
2020,Southern Illinois,32.5
2020,Southern Miss,38.8
2020,Southern Utah,67.2
2020,St. Bonaventure,52
2020,St. Francis NY,55.4
2020,St. Francis PA,64.3
2020,St. John's,36.2
2020,Stanford,55.5
2020,Stephen F. Austin,49
2020,Stetson,41.1
2020,Stony Brook,61.1
2020,Syracuse,44.9
2020,TCU,38.9
2020,Temple,72.1
2020,Tennessee,40.6
2020,Tennessee Martin,39.1
2020,Tennessee St.,32.6
2020,Tennessee Tech,50.6
2020,Texas,55.3
2020,Texas A&M,65.9
2020,Texas A&M Corpus Chris,61.1
2020,Texas Southern,30.7
2020,Texas St.,51.8
2020,Texas Tech,25.4
2020,The Citadel,39
2020,Toledo,58.2
2020,Towson,82.2
2020,Troy,34.6
2020,Tulane,20
2020,Tulsa,51.9
2020,UAB,71.1
2020,UC Davis,49.6
2020,UC Irvine,50.8
2020,UC Riverside,71.6
2020,UC Santa Barbara,70.4
2020,UCF,22.1
2020,UCLA,58.7
2020,UMass Lowell,68.9
2020,UMBC,77.3
2020,UMKC,50.2
2020,UNC Asheville,85.4
2020,UNC Greensboro,64
2020,UNC Wilmington,48.1
2020,UNLV,43.3
2020,USC,40.8
2020,USC Upstate,54.5
2020,UT Arlington,71.8
2020,UT Rio Grande Valley,61.2
2020,Utah,33.5
2020,Utah St.,71.3
2020,Utah Valley,30.2
2020,UTEP,63.8
2020,UTSA,72.7
2020,Valparaiso,46.2
2020,Vanderbilt,52
2020,VCU,82.6
2020,Vermont,75.7
2020,Villanova,53
2020,Virginia,40.1
2020,Virginia Tech,24.9
2020,VMI,70.1
2020,Wagner,28.2
2020,Wake Forest,78.2
2020,Washington,27.4
2020,Washington St.,49.1
2020,Weber St.,69.1
2020,West Virginia,60.8
2020,Western Carolina,82.8
2020,Western Illinois,70.8
2020,Western Kentucky,66.8
2020,Western Michigan,66
2020,Wichita St.,55.5
2020,William & Mary,39.3
2020,Winthrop,44.8
2020,Wisconsin,69.7
2020,Wofford,53.7
2020,Wright St.,58.7
2020,Wyoming,71.9
2020,Xavier,61.3
2020,Yale,44.8
2020,Youngstown St.,81.9
